title,audience_rating,genre,critic_rating,runtime,votes,gross,year
Sou o Número Quatro,6.1,"Action, Adventure, Sci-Fi",36,111 min,243068,"55,100,437",2011
Rio,6.9,"Animation, Adventure, Comedy",63,96 min,240658,"143,619,809",2011
Sexo Sem Compromisso,6.2,"Comedy, Romance",50,108 min,239247,"70,662,220",2011
As Aventuras de Tintin - O Segredo do Licorne,7.3,"Animation, Action, Adventure",68,107 min,238537,"77,591,831",2011
Jess e os Rapazes,7.8,"Comedy, Romance",N/A,22 min,237443,N/A,2011
Era Uma Vez,7.7,"Adventure, Fantasy, Romance",N/A,60 min,231693,N/A,2011
Cowboys e Aliens,6.0,"Action, Drama, Sci-Fi",50,119 min,227968,"100,240,551",2011
Nos Idos de Março,7.1,"Drama, Thriller",67,101 min,227536,"40,962,534",2011
The Raid,7.6,"Action, Crime, Thriller",73,101 min,212339,"4,105,187",2011
Professora Baldas,5.6,"Comedy, Romance",47,92 min,209043,"100,292,856",2011
A Toupeira,7.0,"Drama, Mystery, Thriller",85,127 min,208291,"24,149,393",2011
Carros 2,6.2,"Animation, Adventure, Comedy",57,106 min,206396,"191,452,396",2011
Hanna,6.8,"Action, Adventure, Drama",65,111 min,204069,"40,259,119",2011
Vergonha,7.2,Drama,72,101 min,202003,"4,002,293",2011
Cuidado Com o Que Desejas,6.3,"Comedy, Fantasy",39,112 min,190800,"37,243,418",2011
Melancolia,7.1,"Drama, Sci-Fi",81,135 min,190278,"3,029,870",2011
O Gato das Botas,6.6,"Animation, Adventure, Comedy",65,90 min,185431,"149,260,504",2011
Sob Suspeita,8.5,"Action, Crime, Drama",N/A,43 min,183668,N/A,2011
Invasão Mundial: Batalha Los Angeles,5.7,"Action, Adventure, Sci-Fi",37,116 min,183350,"83,552,429",2011
A Árvore da Vida,6.8,"Drama, Fantasy",85,139 min,181517,"13,303,319",2011
Imortais,6.0,"Action, Drama, Fantasy",46,110 min,173715,"83,504,017",2011
The Mechanic - O Profissional,6.5,"Action, Crime, Thriller",49,93 min,167004,"29,121,498",2011
Gritos 4,6.2,"Comedy, Horror, Mystery",52,111 min,164527,"38,180,928",2011
Green Hornet,5.8,"Action, Comedy, Crime",39,119 min,163130,"98,780,042",2011
Temos de Falar Sobre Kevin,7.5,"Drama, Mystery, Thriller",68,112 min,162913,"1,738,692",2011
Cavalo de Guerra,7.2,"Action, Adventure, Drama",72,146 min,162519,"79,884,879",2011
A Pele Onde Eu Vivo,7.6,"Drama, Horror, Mystery",70,120 min,160544,"3,185,812",2011
Um Dia,7.0,"Drama, Romance",48,107 min,159782,"13,843,771",2011
Lobisomem Adolescente,7.7,"Action, Drama, Fantasy",N/A,41 min,158332,N/A,2011
Alta Golpada,6.2,"Action, Comedy, Crime",59,104 min,148711,"78,046,570",2011
Comprámos um Zoo!,7.1,"Comedy, Drama, Family",58,124 min,148578,"75,624,550",2011
Spartacus - Os Deuses da Arena,8.5,"Action, Adventure, Biography",N/A,331 min,142316,N/A,2011
A Coisa,6.2,"Horror, Mystery, Sci-Fi",49,103 min,141615,"16,928,670",2011
Margin Call - O Dia Antes do Fim,7.1,"Drama, Thriller",76,107 min,139562,"5,354,039",2011
O Regresso de Johnny English,6.3,"Action, Adventure, Comedy",46,101 min,137377,"8,305,970",2011
Killer Elite - O Confronto,6.4,"Action, Crime, Thriller",44,116 min,133642,"25,124,986",2011
J. Edgar,6.5,"Biography, Drama, Romance",59,137 min,131722,"37,306,030",2011
O Deus da Carnificina,7.1,"Comedy, Drama",61,80 min,130616,"2,547,047",2011
Rédea Solta,5.9,"Comedy, Romance",45,105 min,129087,"45,060,734",2011
Grimm,7.9,"Crime, Drama, Fantasy",N/A,45 min,126380,N/A,2011
Ghost Rider: Espírito de Vingança,4.3,"Action, Adventure, Fantasy",34,96 min,123863,"51,774,002",2011
Revenge,7.8,"Drama, Mystery, Thriller",N/A,44 min,122912,N/A,2011
Padre,5.7,"Action, Fantasy, Horror",41,87 min,122546,"29,136,626",2011
O Último Destino 5,5.9,"Horror, Thriller",50,92 min,121586,"42,587,643",2011
Água aos Elefantes,6.9,"Drama, Romance",52,122 min,119000,"58,709,717",2011
Hunter x Hunter,9.0,"Animation, Action, Adventure",N/A,24 min,118459,N/A,2011
The Killing,8.3,"Crime, Drama, Mystery",N/A,45 min,118252,N/A,2011
A Rapariga do Capuz Vermelho,5.4,"Fantasy, Horror, Mystery",29,100 min,114429,"37,662,162",2011
A Dama de Ferro,6.4,"Biography, Drama",52,105 min,112193,"30,017,992",2011
O Cavaleiro das Trevas Renasce,8.4,"Action, Drama, Thriller",78,164 min,1771872,"448,139,099",2012
Django Libertado,8.5,"Drama, Western",81,165 min,1630232,"162,805,434",2012
Os Vingadores,8.0,"Action, Sci-Fi",69,143 min,1430990,"623,279,547",2012
The Hunger Games - Os Jogos da Fome,7.2,"Action, Adventure, Sci-Fi",68,142 min,959763,"408,010,692",2012
O Hobbit: Uma Viagem Inesperada,7.8,"Adventure, Fantasy",58,169 min,851706,"303,003,568",2012
Guia para um Final Feliz,7.7,"Comedy, Drama, Romance",81,122 min,727932,"132,092,958",2012
007: Skyfall,7.8,"Action, Adventure, Thriller",81,143 min,716056,"304,360,277",2012
O Fantástico Homem-Aranha,6.9,"Action, Adventure, Sci-Fi",66,136 min,682643,"262,030,663",2012
A Vida de Pi,7.9,"Adventure, Drama, Fantasy",79,127 min,651798,"124,987,023",2012
Ted,6.9,Comedy,62,106 min,637803,"218,815,487",2012
Argo,7.7,"Biography, Drama, Thriller",86,120 min,629139,"136,025,503",2012
Prometheus,7.0,"Adventure, Mystery, Sci-Fi",64,124 min,627620,"126,477,084",2012
Looper - Reflexo Assassino,7.4,"Action, Drama, Sci-Fi",84,119 min,591490,"66,486,205",2012
Agentes Secundários,7.2,"Action, Comedy, Crime",69,109 min,582467,"138,447,667",2012
As Vantagens de Ser Invisível,7.9,Drama,67,103 min,533530,"17,742,948",2012
Força Ralph,7.7,"Animation, Adventure, Comedy",72,101 min,443904,"189,422,889",2012
Arrow,7.5,"Action, Adventure, Crime",N/A,42 min,440656,N/A,2012
Brave - Indomável,7.1,"Animation, Adventure, Comedy",69,93 min,429141,"237,283,207",2012
Homens de Negro 3,6.8,"Action, Adventure, Comedy",58,106 min,377539,"179,020,854",2012
Cloud Atlas,7.4,"Drama, Mystery, Sci-Fi",55,172 min,369376,"27,108,272",2012
Decisão de Risco,7.3,"Drama, Thriller",76,138 min,367299,"93,772,375",2012
Moonrise Kingdom,7.8,"Comedy, Drama, Family",84,94 min,361013,"45,512,466",2012
Jack Reacher,7.0,"Action, Mystery, Thriller",50,130 min,354167,"80,070,736",2012
The Hunt - A Caça,8.3,Drama,77,115 min,348323,"687,185",2012
Os Miseráveis,7.5,"Drama, Musical, Romance",63,158 min,339541,"148,809,770",2012
O Ditador,6.4,Comedy,58,83 min,323384,"59,650,222",2012
Um Ritmo Perfeito,7.1,"Comedy, Music, Romance",66,112 min,321535,"65,001,093",2012
Taken - A Vingança,6.2,"Action, Crime, Thriller",45,92 min,316366,"139,854,287",2012
Os Mercenários 2,6.6,"Action, Adventure, Thriller",51,103 min,315761,"85,017,401",2012
00:30 A Hora Negra,7.4,"Drama, History, Thriller",95,157 min,311978,"95,720,716",2012
O Legado de Bourne,6.6,"Action, Adventure, Thriller",61,135 min,310698,"113,203,870",2012
A Branca de Neve e o Caçador,6.1,"Action, Adventure, Drama",57,127 min,297471,"155,332,381",2012
Dredd,7.1,"Action, Crime, Sci-Fi",60,95 min,285662,"13,414,714",2012
Como Um Trovão,7.3,"Crime, Drama, Thriller",68,140 min,281653,"21,383,298",2012
John Carter,6.6,"Action, Adventure, Sci-Fi",51,132 min,281124,"73,078,100",2012
Sombras da Escuridão,6.2,"Comedy, Family, Fantasy",55,113 min,275230,"79,727,149",2012
Hotel Transylvania,7.0,"Animation, Adventure, Comedy",47,91 min,270371,"148,313,048",2012
Sete Psicopatas,7.1,"Comedy, Crime",66,110 min,268467,"15,024,049",2012
Sinister - A Entidade,6.8,"Horror, Mystery, Thriller",53,110 min,267971,"48,086,903",2012
Lincoln,7.3,"Biography, Drama, History",87,150 min,267676,"182,207,973",2012
Desafio Total,6.2,"Action, Adventure, Sci-Fi",43,118 min,261815,"58,877,969",2012
Fim de Turno,7.6,"Action, Adventure, Crime",68,109 min,260037,"41,003,371",2012
Crónica,7.0,"Action, Drama, Sci-Fi",69,89 min,258789,"64,575,175",2012
A Saga Twilight: Amanhecer Parte 2,5.5,"Adventure, Drama, Fantasy",52,115 min,256971,"292,298,923",2012
Battleship: Batalha Naval,5.8,"Action, Adventure, Sci-Fi",41,131 min,254004,"65,422,625",2012
Dos Homens Sem Lei,7.2,"Biography, Crime, Drama",58,116 min,249030,"37,400,127",2012
O Impossível,7.5,"Adventure, Drama, History",73,114 min,234024,"19,019,882",2012
Detenção de Risco,6.7,"Action, Thriller",52,115 min,230465,"126,373,434",2012
Projecto X - Fora de Controlo,6.6,Comedy,48,88 min,224299,"54,731,865",2012
American Pie: O Reencontro,6.7,Comedy,49,113 min,220512,"57,011,521",2012
A Idade do Gelo 4: Deriva Continental,6.5,"Animation, Adventure, Comedy",49,88 min,218633,"161,321,843",2012
Prometo Amar-te,6.8,"Drama, Romance",43,104 min,200492,"125,014,030",2012
Fúria de Titãs,5.7,"Action, Adventure, Fantasy",37,99 min,193168,"83,670,083",2012
Guerra é Guerra,6.3,"Action, Comedy, Romance",31,103 min,191757,"54,760,791",2012
Madagáscar 3,6.8,"Animation, Adventure, Comedy",60,95 min,191678,"216,391,482",2012
A Mulher de Negro,6.4,"Drama, Fantasy, Horror",62,95 min,189221,"54,333,290",2012
A Origem dos Guardiões,7.2,"Animation, Action, Adventure",58,97 min,186383,"103,412,758",2012
Fuga,7.4,Drama,76,130 min,185004,"21,590,086",2012
The Master - O Mentor,7.1,"Drama, History",86,138 min,181585,"16,377,274",2012
Diário Secreto de um Caçador de Vampiros,5.9,"Action, Fantasy, Horror",42,105 min,159441,"37,519,139",2012
Underworld: O Despertar,6.3,"Action, Fantasy, Horror",39,88 min,158759,"62,321,039",2012
Um Homem no Limite,6.6,"Action, Crime, Thriller",40,102 min,156611,"18,620,000",2012
Mata-os Suavemente,6.2,"Crime, Drama, Thriller",64,97 min,149578,"15,026,056",2012
Aguenta-te aos 40!,6.2,"Comedy, Drama, Romance",59,134 min,147428,"67,544,505",2012
Resident Evil: Retaliação,5.3,"Action, Horror, Sci-Fi",39,95 min,147224,"42,345,531",2012
Spring Breakers: Viagem de Finalistas,5.3,"Crime, Drama, Thriller",63,94 min,146356,"14,123,773",2012
Magic Mike,6.1,"Comedy, Drama",72,110 min,145118,"113,721,571",2012
A Campanha,6.1,Comedy,50,85 min,135053,"86,907,746",2012
Selvagens,6.4,"Action, Crime, Drama",59,131 min,132916,"47,382,068",2012
Patrulha de Bairro,5.7,"Comedy, Sci-Fi",36,102 min,131179,"35,353,000",2012
The Legend of Korra,8.4,"Animation, Action, Adventure",N/A,23 min,129538,N/A,2012
Safety Not Guaranteed,6.9,"Adventure, Comedy, Drama",72,86 min,128997,"4,010,957",2012
Contrabando,6.4,"Action, Adventure, Crime",51,109 min,125068,"66,528,000",2012
Lorax,6.4,"Animation, Adventure, Comedy",46,86 min,124379,"214,030,500",2012
Gravity Falls,8.9,"Animation, Adventure, Comedy",N/A,23 min,124269,N/A,2012
The Newsroom,8.6,Drama,N/A,55 min,121071,N/A,2012
Até Que o Fim do Mundo nos Separe,6.7,"Adventure, Comedy, Drama",59,101 min,117419,"6,619,173",2012
Encomenda Armadilhada,6.5,"Action, Crime, Thriller",66,91 min,116856,"20,275,446",2012
Elementar,7.9,"Crime, Drama, Mystery",N/A,60 min,115547,N/A,2012
Safe - O Intocável,6.5,"Action, Crime, Thriller",55,94 min,114863,"17,142,080",2012
Frankenweenie,6.9,"Animation, Comedy, Drama",74,87 min,113205,"35,291,068",2012
Um Homem Com Sorte,6.4,"Drama, Mystery, Romance",39,101 min,111942,"60,457,138",2012
Apanha-me Esse Gringo,6.9,"Action, Drama, Thriller",60,96 min,110351,N/A,2012
Viagem ao Centro da Terra 2: A Ilha Misteriosa,5.7,"Action, Adventure, Comedy",41,94 min,109145,"103,860,290",2012
ParaNorman,7.0,"Animation, Adventure, Comedy",72,92 min,107077,"56,003,051",2012
Pai Infernal,5.5,Comedy,31,116 min,105585,"36,931,089",2012
Anna Karenina,6.6,"Drama, Romance",63,129 min,104112,"12,816,367",2012
Ruby Sparks - Uma Mulher de Sonho,7.2,"Comedy, Drama, Fantasy",67,104 min,104073,"2,540,106",2012
Amor,7.9,Drama,95,127 min,103698,"6,739,492",2012
Espera Aí... Que Já Casamos,6.2,"Comedy, Drama, Romance",62,124 min,101270,"28,835,528",2012
Gangs of Wasseypur,8.2,"Action, Comedy, Crime",89,321 min,100530,N/A,2012
Lockout - Máxima Segurança,6.0,"Action, Sci-Fi, Thriller",48,95 min,100113,"14,326,864",2012
Nazis Invasores,5.9,"Action, Adventure, Comedy",N/A,93 min,95756,N/A,2012
Peso Pesado,6.4,"Action, Comedy, Sport",40,105 min,94030,"45,290,318",2012
Encalhado no Amor,7.2,"Comedy, Drama, Romance",49,97 min,90513,"78,950",2012
Frances Ha,7.4,"Comedy, Drama, Romance",82,86 min,90193,"4,063,238",2012
"Espelho Meu, Espelho Meu! Há Alguém Mais Gira do Que Eu?",5.6,"Adventure, Comedy, Drama",46,106 min,89827,"64,935,167",2012
Para Roma com Amor,6.3,"Comedy, Music, Romance",54,112 min,89820,"16,685,867",2012
O Corvo,6.4,"Crime, Mystery, Thriller",44,110 min,87458,"16,008,272",2012
Revolução,6.6,"Action, Adventure, Drama",N/A,43 min,85154,N/A,2012
O Lobo de Wall Street,8.2,"Biography, Comedy, Crime",75,180 min,1502000,"116,900,694",2013
Homem de Ferro 3,7.1,"Action, Adventure, Sci-Fi",62,130 min,879259,"409,013,994",2013
Gravidade,7.7,"Drama, Sci-Fi, Thriller",96,91 min,846939,"274,092,705",2013
Homem de Aço,7.1,"Action, Adventure, Sci-Fi",55,143 min,795809,"291,045,518",2013
Raptadas,8.1,"Crime, Drama, Mystery",70,153 min,766785,"61,002,302",2013
12 Anos Escravo,8.1,"Biography, Drama, History",96,134 min,723579,"56,671,993",2013
Thor: O Mundo das Trevas,6.8,"Action, Adventure, Fantasy",54,112 min,707893,"206,362,140",2013
WWZ: Guerra Mundial,7.0,"Action, Adventure, Horror",63,116 min,697125,"202,359,711",2013
The Hunger Games: Em Chamas,7.5,"Action, Adventure, Sci-Fi",76,146 min,691629,"424,668,047",2013
Mestres da Ilusão,7.2,"Crime, Mystery, Thriller",50,115 min,687174,"117,723,989",2013
O Hobbit: A Desolação de Smaug,7.8,"Adventure, Drama, Fantasy",66,161 min,686084,"258,366,855",2013
Frozen: O Reino do Gelo,7.4,"Animation, Adventure, Comedy",75,102 min,646338,"400,738,009",2013
Uma História de Amor,8.0,"Drama, Romance, Sci-Fi",91,126 min,645754,"25,568,251",2013
Peaky Blinders,8.8,"Crime, Drama",N/A,60 min,603195,N/A,2013
O Grande Gatsby,7.2,"Drama, Romance",55,143 min,574677,"144,840,419",2013
Rick e Morty,9.1,"Animation, Adventure, Comedy",N/A,23 min,565616,N/A,2013
Vikings,8.5,"Action, Adventure, Drama",N/A,44 min,560395,N/A,2013
Esquecido,7.0,"Action, Adventure, Sci-Fi",54,124 min,542133,"89,021,735",2013
The Conjuring - A Evocação,7.5,"Horror, Mystery, Thriller",68,112 min,533622,"137,400,141",2013
House of Cards,8.7,Drama,N/A,51 min,519756,N/A,2013
Batalha do Pacífico,6.9,"Action, Adventure, Sci-Fi",65,131 min,518536,"101,802,906",2013
O Clube de Dallas,7.9,"Biography, Drama",77,117 min,506314,"27,298,285",2013
Rush - Duelo de Rivais,8.1,"Action, Biography, Drama",74,123 min,498062,"26,947,624",2013
Golpada Americana,7.2,"Crime, Drama",90,138 min,492752,"150,117,807",2013
Star Trek: Além da Escuridão,7.7,"Action, Adventure, Sci-Fi",72,132 min,492085,"228,778,661",2013
Wolverine,6.7,"Action, Sci-Fi",61,126 min,482381,"132,556,852",2013
Capitão Phillips,7.8,"Action, Biography, Crime",82,134 min,479935,"107,100,855",2013
Trip de Família,7.0,"Comedy, Crime",44,110 min,472821,"150,394,119",2013
Elysium,6.6,"Action, Drama, Sci-Fi",61,109 min,461623,"93,050,117",2013
Ataque dos Titãs,9.1,"Animation, Action, Adventure",N/A,24 min,430277,N/A,2013
Isto é o Fim!,6.6,"Comedy, Fantasy",67,107 min,426542,"101,470,202",2013
Gru: O Maldisposto 2,7.3,"Animation, Adventure, Comedy",62,98 min,415000,"368,061,265",2013
Velocidade Furiosa 6,7.0,"Action, Adventure, Crime",61,130 min,408761,"238,679,850",2013
Monstros: A Universidade,7.2,"Animation, Adventure, Comedy",65,104 min,377123,"268,492,764",2013
Snowpiercer - Expresso do Amanhã,7.1,"Action, Drama, Sci-Fi",84,126 min,376449,"4,563,650",2013
Dá Tempo ao Tempo,7.8,"Comedy, Drama, Fantasy",55,123 min,370713,"15,322,921",2013
Brooklyn Nine-Nine,8.4,"Comedy, Crime",N/A,22 min,341221,N/A,2013
A Vida Secreta de Walter Mitty,7.3,"Adventure, Comedy, Drama",54,114 min,329838,"58,236,838",2013
A Ressaca - Parte III,5.8,"Comedy, Crime",30,100 min,327134,"112,200,072",2013
Orange Is the New Black,8.1,"Comedy, Crime, Drama",N/A,59 min,313361,N/A,2013
O Sobrevivente,7.5,"Action, Biography, Drama",60,121 min,298890,"125,095,601",2013
É o Fim do Mundo,6.9,"Action, Comedy, Sci-Fi",81,109 min,292329,"26,004,851",2013
Assalto à Casa Branca,6.5,"Action, Thriller",41,119 min,286336,"98,925,640",2013
Kick-Ass 2: Agora é a Doer,6.5,"Action, Comedy, Crime",41,103 min,282623,"28,795,985",2013
The Blacklist,8.0,"Crime, Drama, Mystery",N/A,43 min,270314,N/A,2013
Hannibal,8.5,"Crime, Drama, Horror",N/A,44 min,266585,N/A,2013
Plano de Fuga,6.7,"Action, Thriller",49,115 min,252419,"25,132,228",2013
Ender's Game - O Jogo Final,6.6,"Action, Adventure, Sci-Fi",51,114 min,249079,"61,737,191",2013
Don Jon,6.5,"Comedy, Drama, Romance",66,90 min,244276,"24,477,704",2013
O Mascarilha,6.4,"Action, Adventure, Western",37,150 min,240872,"89,302,115",2013
Sangue Quente,6.8,"Comedy, Horror, Romance",60,98 min,238431,"66,380,662",2013
A Purga,5.7,"Horror, Sci-Fi, Thriller",41,85 min,233417,"64,473,115",2013
Ataque ao Poder,6.3,"Action, Drama, Thriller",52,131 min,231398,"73,103,784",2013
Os Croods,7.2,"Animation, Action, Adventure",55,98 min,225488,"187,168,425",2013
Dá & Leva,6.4,"Action, Comedy, Crime",45,129 min,224935,"49,875,291",2013
Os Agentes S.H.I.E.L.D.,7.5,"Action, Adventure, Drama",N/A,45 min,222535,N/A,2013
Dois Tiros,6.7,"Action, Thriller",55,109 min,220639,"75,612,460",2013
Força Anti-Crime,6.7,"Action, Crime, Drama",40,113 min,220127,"46,000,903",2013
Hansel & Gretel: Caçadores de Bruxas,6.1,"Action, Fantasy, Horror",23,88 min,212845,"55,703,475",2013
Oz: O Grande e Poderoso,6.3,"Adventure, Family, Fantasy",44,130 min,212069,"234,911,825",2013
Die Hard: Nunca é Bom Dia para Morrer,5.2,"Action, Thriller",28,98 min,211923,"67,349,198",2013
Os Estagiários,6.3,Comedy,42,119 min,211188,"44,672,764",2013
Blue Jasmine,7.3,"Comedy, Drama",78,98 min,209279,"33,405,481",2013
Depois da Terra,4.8,"Action, Adventure, Sci-Fi",33,100 min,206159,"60,522,097",2013
O Homem Duplicado,6.9,"Drama, Mystery, Thriller",61,91 min,205894,"1,007,088",2013
 Ruptura Total,10.0,"Crime, Drama, Thriller",N/A,47 min,202736,N/A,2013
Efeitos Secundários,7.1,"Crime, Drama, Mystery",75,106 min,194628,"32,172,757",2013
A Noite dos Mortos-Vivos,6.5,Horror,57,91 min,190950,"54,239,856",2013
Que Se Lixem As Notícias,6.3,Comedy,61,119 min,188647,"127,352,707",2013
Mamã,6.2,"Fantasy, Horror, Thriller",57,100 min,187657,"71,628,180",2013
G.I. Joe: Retaliação,5.7,"Action, Adventure, Sci-Fi",41,110 min,185376,"122,523,060",2013
Insidious: Capítulo 2,6.5,"Horror, Mystery, Thriller",40,106 min,182794,"83,586,447",2013
Armadas e Perigosas,6.6,"Action, Comedy, Crime",60,117 min,178251,"159,582,188",2013
Red 2: Ainda Mais Perigosos,6.6,"Action, Comedy, Crime",47,116 min,177172,"53,262,560",2013
Riddick - A Ascensão,6.4,"Action, Adventure, Sci-Fi",49,119 min,174379,"42,025,135",2013
47 Ronin - A Grande Batalha Samurai,6.2,"Action, Drama, Fantasy",28,128 min,167307,"38,362,475",2013
Ao Encontro de Mr. Banks,7.5,"Biography, Comedy, Drama",65,125 min,167193,"83,301,580",2013
Antes da Meia-Noite,7.9,"Drama, Romance",94,109 min,166976,"8,114,627",2013
Miúdos e Graúdos 2,5.3,Comedy,19,101 min,163545,"133,668,525",2013
Num Outro Tom,7.4,"Comedy, Drama, Music",62,104 min,162710,"16,170,632",2013
A Propósito de Llewyn Davis,7.4,"Drama, Music",93,104 min,159559,"13,235,319",2013
A Vida de Adèle,7.7,"Drama, Romance",90,180 min,158921,"2,199,675",2013
Aqui e Agora,7.1,"Drama, Romance",82,95 min,158774,"6,851,969",2013
Locke,7.1,Drama,83,85 min,155964,"1,361,423",2013
O Verão da Minha Vida,7.4,"Comedy, Drama",68,103 min,154531,"21,501,098",2013
Debaixo da Pele,6.3,"Drama, Horror, Mystery",80,108 min,151424,"2,605,039",2013
Carrie,5.8,"Drama, Horror, Thriller",53,100 min,145078,"35,266,619",2013
"Jack, o Caçador de Gigantes",6.3,"Action, Adventure, Fantasy",51,114 min,144035,"65,187,603",2013
O Último Desafio,6.3,"Action, Thriller, Western",54,107 min,143455,"12,050,299",2013
The Originals,8.3,"Drama, Fantasy, Horror",N/A,45 min,142999,N/A,2013
R.I.P.D.: Agentes do Outro Mundo,5.6,"Action, Adventure, Comedy",25,96 min,140765,"33,618,855",2013
A Rapariga Que Roubava Livros,7.5,"Drama, War",53,131 min,140001,"21,488,481",2013
Coerência,7.2,"Drama, Mystery, Sci-Fi",65,89 min,139356,"68,877",2013
Vigarista à Vista,5.7,"Comedy, Crime, Drama",35,111 min,138288,"134,506,920",2013
Os Instrumentos Mortais: Cidade dos Ossos,5.8,"Action, Adventure, Fantasy",33,130 min,137142,"31,165,421",2013
Oculus: O Espelho do Demónio,6.5,"Horror, Mystery, Thriller",61,104 min,135224,"27,695,246",2013
Last Vegas - Despedida de Arromba,6.6,"Comedy, Drama",48,105 min,134984,"63,914,167",2013
 Ruptura Total,9.9,"Crime, Drama, Thriller",N/A,55 min,132356,N/A,2013
Ninfomaníaca - Parte I,6.9,Drama,64,117 min,128701,"785,896",2013
A Chamada,6.7,"Drama, Thriller",51,96 min,127428,"51,872,378",2013
Interstellar,8.7,"Adventure, Drama, Sci-Fi",74,169 min,1979572,"188,020,017",2014
Guardiões da Galáxia,8.0,"Action, Adventure, Comedy",76,121 min,1241285,"333,176,600",2014
Em Parte Incerta,8.1,"Drama, Mystery, Thriller",79,149 min,1026459,"167,767,189",2014
Whiplash - Nos Limites,8.5,"Drama, Music",89,106 min,928283,"13,092,000",2014
Capitão América: O Soldado do Inverno,7.8,"Action, Adventure, Sci-Fi",70,136 min,877832,"259,766,572",2014
Grand Budapest Hotel,8.1,"Adventure, Comedy, Crime",88,99 min,855413,"59,100,318",2014
O Jogo da Imitação,8.0,"Biography, Drama, Thriller",71,114 min,800937,"91,125,683",2014
X-Men: Dias de Um Futuro Esquecido,7.9,"Action, Adventure, Sci-Fi",75,132 min,731373,"233,921,534",2014
No Limite do Amanhã,7.9,"Action, Adventure, Sci-Fi",71,113 min,711092,"100,206,256",2014
John Wick,7.4,"Action, Crime, Thriller",68,101 min,710972,"43,037,835",2014
Kingsman: Serviços Secretos,7.7,"Action, Adventure, Comedy",60,129 min,695561,"128,261,724",2014
Birdman ou (A Inesperada Virtude da Ignorância),7.7,"Comedy, Drama",87,119 min,651423,"42,340,598",2014
True Detective,8.9,"Crime, Drama, Mystery",N/A,55 min,606759,N/A,2014
Nightcrawler - Repórter na Noite,7.8,"Crime, Drama, Thriller",76,117 min,580954,"32,381,218",2014
Ex Machina,7.7,"Drama, Sci-Fi, Thriller",78,108 min,568185,"25,442,958",2014
O Hobbit: A Batalha dos Cinco Exércitos,7.4,"Adventure, Fantasy",59,144 min,554296,"255,119,788",2014
Fúria,7.6,"Action, Drama, War",64,134 min,522655,"85,817,906",2014
O Fantástico Homem-Aranha 2: O Poder de Electro,6.6,"Action, Adventure, Sci-Fi",53,142 min,521497,"202,853,933",2014
Lucy,6.4,"Action, Sci-Fi, Thriller",61,89 min,518567,"126,663,600",2014
Sniper Americano,7.3,"Action, Biography, Drama",72,133 min,512353,"350,126,372",2014
Maze Runner - Correr ou Morrer,6.8,"Action, Mystery, Sci-Fi",57,113 min,491099,"102,427,862",2014
Baymax,7.8,"Animation, Action, Adventure",74,102 min,484636,"222,527,828",2014
The Hunger Games: A Revolta - Parte 1,6.6,"Action, Adventure, Sci-Fi",64,123 min,478471,"337,135,885",2014
Divergente,6.6,"Action, Adventure, Mystery",48,139 min,476475,"150,947,895",2014
A Teoria de Tudo,7.7,"Biography, Drama, Romance",71,123 min,469524,"35,893,537",2014
Planeta dos Macacos: A Revolta,7.6,"Action, Adventure, Drama",79,130 min,456159,"208,545,589",2014
Godzilla,6.4,"Action, Adventure, Sci-Fi",62,123 min,427055,"200,676,069",2014
Agentes Universitários,7.0,"Action, Comedy, Crime",71,112 min,394529,"191,719,337",2014
A Culpa é das Estrelas,7.7,"Drama, Romance",69,126 min,391679,"124,872,350",2014
The Equalizer - Sem Misericórdia,7.2,"Action, Crime, Thriller",57,132 min,391601,"101,530,738",2014
Maléfica,6.9,"Adventure, Family, Fantasy",56,97 min,390819,"241,410,378",2014
Fargo,8.9,"Crime, Drama, Thriller",N/A,53 min,388287,N/A,2014
O Filme Lego,7.7,"Animation, Action, Adventure",83,100 min,376995,"257,760,692",2014
The Flash,7.5,"Action, Adventure, Drama",N/A,43 min,362689,N/A,2014
Boyhood: Momentos de Uma Vida,7.9,Drama,100,165 min,362315,"25,379,975",2014
Como Treinares o Teu Dragão 2,7.8,"Animation, Action, Adventure",77,102 min,352674,"177,002,924",2014
Uma Entrevista de Loucos,6.5,"Action, Adventure, Comedy",52,112 min,344973,"6,105,175",2014
Transformers: Era da Extinção,5.6,"Action, Adventure, Sci-Fi",32,165 min,326266,"245,439,076",2014
Má Vizinhança,6.3,Comedy,68,97 min,322387,"150,157,400",2014
300: O Início de Um Império,6.2,"Action, Drama, War",48,102 min,310226,"106,580,051",2014
Predestinado,7.4,"Action, Drama, Sci-Fi",69,97 min,294250,"68,372",2014
Non-Stop,6.9,"Action, Mystery, Thriller",56,106 min,272453,"92,168,600",2014
The 100,7.6,"Drama, Mystery, Sci-Fi",N/A,43 min,265830,N/A,2014
Noé,5.8,"Action, Adventure, Drama",68,138 min,262338,"101,200,044",2014
Vai Seguir-te,6.8,"Horror, Mystery, Thriller",83,100 min,257005,"14,674,077",2014
O Senhor Babadook,6.8,"Horror, Mystery",86,94 min,237643,"924,279",2014
Gotham,7.8,"Action, Crime, Drama",N/A,42 min,236784,N/A,2014
Transcendence: A Nova Inteligência,6.2,"Action, Drama, Sci-Fi",42,119 min,235424,"23,022,309",2014
RoboCop,6.1,"Action, Crime, Sci-Fi",52,117 min,235350,"58,607,007",2014
O Chef,7.3,"Adventure, Comedy, Drama",68,114 min,225173,"31,424,003",2014
