title,audience_rating,genre,critic_rating,runtime,votes,gross,year
Ele Vem à Noite,6.2,"Drama, Horror, Mystery",78,91 min,99039,"13,985,117",2017
Atypical,8.2,"Comedy, Drama",N/A,30 min,98505,N/A,2017
O Círculo,5.3,"Drama, Mystery, Sci-Fi",43,110 min,97377,"20,497,844",2017
The Orville,8.0,"Adventure, Comedy, Drama",N/A,44 min,95521,N/A,2017
xXx: O Regresso de Xander Cage,5.2,"Action, Adventure, Thriller",42,107 min,95442,"44,898,413",2017
Legion,8.2,"Action, Drama, Sci-Fi",N/A,60 min,94625,N/A,2017
Shot Caller - Sobreviver a Todo o Custo,7.3,"Crime, Drama, Thriller",59,121 min,92599,N/A,2017
 A Guerra dos Tronos,9.7,"Action, Adventure, Drama",N/A,50 min,92107,N/A,2017
Vingadores: Guerra do Infinito,8.4,"Action, Adventure, Sci-Fi",68,149 min,1151470,"678,815,482",2018
Black Panther,7.3,"Action, Adventure, Sci-Fi",88,134 min,813465,"700,059,566",2018
Homem-Aranha: No Universo Aranha,8.4,"Animation, Action, Adventure",87,117 min,625942,"190,241,310",2018
Deadpool 2,7.6,"Action, Adventure, Comedy",66,119 min,617253,"324,591,735",2018
Bohemian Rhapsody,7.9,"Biography, Drama, Music",49,134 min,566437,"216,428,042",2018
Um Lugar Silencioso,7.5,"Drama, Horror, Sci-Fi",82,90 min,560303,"188,024,361",2018
Green Book - Um Guia Para a Vida,8.2,"Biography, Comedy, Drama",69,130 min,532887,"85,080,171",2018
Venom,6.6,"Action, Adventure, Sci-Fi",35,112 min,516985,"213,515,506",2018
Aquaman,6.8,"Action, Adventure, Fantasy",55,143 min,500089,"335,061,807",2018
Ready Player One: Jogador 1,7.4,"Action, Adventure, Sci-Fi",64,140 min,463244,"137,690,172",2018
Homem-Formiga e a Vespa,7.0,"Action, Adventure, Comedy",70,118 min,433406,"216,648,740",2018
Assim Nasce Uma Estrela,7.6,"Drama, Music, Romance",88,136 min,404407,"215,288,866",2018
Às Cegas,6.6,"Horror, Mystery, Sci-Fi",51,124 min,370828,N/A,2018
Han Solo: Uma História de Star Wars,6.9,"Action, Adventure, Sci-Fi",62,135 min,366576,"213,767,512",2018
Mission: Impossible - Fallout,7.7,"Action, Adventure, Thriller",86,147 min,363242,"220,159,104",2018
Hereditário,7.3,"Drama, Horror, Mystery",87,127 min,351863,"44,069,456",2018
Aniquilação,6.8,"Adventure, Drama, Horror",79,115 min,347025,"32,732,301",2018
Mundo Jurássico: Reino Caído,6.1,"Action, Adventure, Sci-Fi",51,128 min,332953,"417,719,760",2018
The Incredibles 2: Os Super-Heróis,7.6,"Animation, Action, Adventure",80,118 min,316728,"608,581,744",2018
Monstros Fantásticos: Os Crimes de Grindelwald,6.5,"Adventure, Family, Fantasy",52,134 min,298134,"159,555,901",2018
Tu,7.7,"Crime, Drama, Romance",N/A,45 min,283904,N/A,2018
BlacKkKlansman: O Infiltrado,7.5,"Biography, Comedy, Crime",83,135 min,278830,"49,275,340",2018
A Maldição de Hill House,8.6,"Drama, Horror, Mystery",N/A,572 min,264804,N/A,2018
Noite de Jogo,6.9,"Action, Adventure, Comedy",66,100 min,248197,"69,179,066",2018
Ocean's 8,6.3,"Action, Comedy, Crime",61,110 min,233345,"140,218,711",2018
Succession,8.9,"Comedy, Drama",N/A,60 min,232835,N/A,2018
Tomb Raider,6.3,"Action, Adventure, Fantasy",48,119 min,221699,"58,250,803",2018
A Favorita,7.5,"Biography, Comedy, Drama",91,119 min,211563,"34,366,783",2018
Upgrade: Máquina Assassina,7.5,"Action, Sci-Fi, Thriller",67,100 min,197549,"11,977,130",2018
Cobra Kai,8.5,"Action, Comedy, Drama",N/A,30 min,197156,N/A,2018
O Primeiro Homem na Lua,7.3,"Biography, Drama, History",84,141 min,196589,"44,936,545",2018
A Agente Vermelha,6.6,"Action, Drama, Thriller",53,140 min,195219,"46,874,505",2018
Meg: Tubarão Gigante,5.6,"Action, Horror, Sci-Fi",46,113 min,194837,"143,005,856",2018
Yellowstone,8.7,"Drama, Western",N/A,60 min,188417,N/A,2018
Asiáticos Doidos e Ricos,6.9,"Comedy, Drama, Romance",74,120 min,183278,"174,532,921",2018
Ilha dos Cães,7.8,"Animation, Adventure, Comedy",82,101 min,182582,"32,015,231",2018
Bumblebee,6.7,"Action, Adventure, Sci-Fi",66,114 min,181512,"127,195,589",2018
Carbono Alterado,7.9,"Action, Drama, Sci-Fi",N/A,60 min,181428,N/A,2018
Rampage - Fora de Controlo,6.1,"Action, Adventure, Sci-Fi",45,107 min,179174,"101,028,233",2018
Pesquisa Obsessiva,7.6,"Drama, Mystery, Thriller",71,102 min,175328,"26,020,957",2018
The Equalizer 2 - A Vingança,6.7,"Action, Crime, Thriller",50,121 min,174584,"102,084,362",2018
Ralph vs Internet,7.0,"Animation, Adventure, Comedy",71,112 min,174250,"201,091,711",2018
Roma,7.7,Drama,96,135 min,165449,N/A,2018
Jack Ryan,8.0,"Action, Drama, Thriller",N/A,60 min,165441,N/A,2018
Halloween,6.5,"Crime, Horror, Thriller",67,106 min,162634,"159,342,015",2018
A Balada de Buster Scruggs,7.3,"Comedy, Drama, Musical",79,133 min,160189,N/A,2018
Sicario: Guerra de Cartéis,7.1,"Action, Crime, Drama",61,122 min,159181,"50,072,235",2018
Sete Estranhos no El Royale,7.1,"Crime, Drama, Mystery",60,141 min,158587,"17,839,115",2018
Um Pequeno Favor,6.8,"Comedy, Crime, Mystery",67,117 min,157265,"53,548,586",2018
Vice,7.2,"Biography, Comedy, Drama",61,132 min,156155,"47,836,282",2018
Maze Runner: A Cura Mortal,6.2,"Action, Adventure, Sci-Fi",50,143 min,153548,"58,032,443",2018
The Nun - A Freira Maldita,5.3,"Horror, Mystery, Thriller",46,96 min,152328,"117,450,119",2018
Creed II,7.1,"Action, Drama, Sport",66,130 min,149479,"115,715,889",2018
Correio de Droga,7.0,"Crime, Drama, Thriller",58,116 min,146879,"103,804,407",2018
Jogo da Apanhada,6.5,"Action, Comedy",56,100 min,141880,"54,547,470",2018
O Predador,5.3,"Action, Adventure, Horror",48,107 min,139507,"51,024,708",2018
Bodyguard,8.1,"Crime, Drama, Thriller",N/A,60 min,137765,N/A,2018
Engenhos Mortíferos,6.1,"Action, Adventure, Fantasy",44,128 min,134221,"15,951,040",2018
Black Mirror: Bandersnatch,7.1,"Drama, Fantasy, Mystery",N/A,90 min,133420,N/A,2018
Arranha-Céus,5.8,"Action, Adventure, Thriller",51,102 min,129565,"68,420,120",2018
Killing Eve,8.1,"Action, Adventure, Drama",N/A,42 min,127029,N/A,2018
Batalha do Pacífico: A Revolta,5.6,"Action, Adventure, Fantasy",44,111 min,123251,"59,874,525",2018
The Commuter - O Passageiro,6.3,"Action, Mystery, Thriller",56,104 min,121619,"36,343,858",2018
"Com Amor, Simon",7.5,"Comedy, Drama",72,110 min,121617,"40,826,341",2018
Covil de Ladrões,7.0,"Action, Crime, Drama",49,140 min,119266,"44,947,622",2018
A Todos os Rapazes que Amei,7.0,"Comedy, Drama, Romance",64,99 min,118112,N/A,2018
Família Instantânea,7.3,"Comedy, Drama",57,118 min,114469,"67,363,237",2018
Barry,8.4,"Action, Comedy, Crime",N/A,30 min,113390,N/A,2018
Sharp Objects,8.1,"Crime, Drama, Mystery",N/A,421 min,111218,N/A,2018
O Paradoxo Cloverfield,5.5,"Action, Adventure, Horror",37,102 min,110035,N/A,2018
Titans,7.5,"Action, Adventure, Crime",N/A,45 min,109807,N/A,2018
Operação Overlord,6.6,"Action, Horror, Sci-Fi",60,110 min,103889,"21,704,844",2018
Mamma Mia! Here We Go Again,6.6,"Comedy, Musical, Romance",60,114 min,103464,"120,634,935",2018
Perdidos no Espaço,7.3,"Adventure, Drama, Family",N/A,60 min,103261,N/A,2018
As Arrepiantes Aventuras de Sabrina,7.4,"Drama, Fantasy, Horror",N/A,60 min,103143,N/A,2018
Viúvas,6.8,"Crime, Drama, Thriller",84,129 min,101750,"42,402,632",2018
Andhadhun,8.2,"Crime, Mystery, Thriller",N/A,139 min,98667,"1,373,943",2018
Cafarnaum,8.4,Drama,75,126 min,98514,"1,661,096",2018
K.G.F: Chapter 1,8.2,"Action, Crime, Drama",N/A,156 min,93399,N/A,2018
O Regresso de Mary Poppins,6.7,"Adventure, Comedy, Family",66,130 min,92500,"171,958,438",2018
Jogos Sagrados,8.5,"Action, Crime, Drama",N/A,50 min,90908,N/A,2018
Beautiful Boy,7.3,"Biography, Drama",62,120 min,90427,"7,649,973",2018
A Banca dos Beijos,5.9,"Comedy, Romance",N/A,105 min,89566,N/A,2018
Narcos: México,8.4,"Crime, Drama",N/A,50 min,89408,N/A,2018
12 Indomáveis,6.5,"Action, Drama, History",54,130 min,88436,"45,819,713",2018
Suspiria,6.7,"Drama, Fantasy, Horror",64,152 min,86516,"2,474,044",2018
Elite,7.3,"Crime, Drama, Thriller",N/A,60 min,86377,N/A,2018
The House That Jack Built - A Casa de Jack,6.8,"Crime, Drama, Horror",42,152 min,85289,"87,008",2018
Desculpe Incomodar,6.9,"Comedy, Drama, Fantasy",80,112 min,85180,"17,493,096",2018
Mandy,6.5,"Action, Fantasy, Horror",82,121 min,85172,"1,214,525",2018
Manifest: O Mistério do Voo 828,7.1,"Drama, Mystery, Sci-Fi",N/A,43 min,84779,N/A,2018
Mile 22,6.1,"Action, Thriller",38,94 min,84475,"36,108,758",2018
Maniac,7.7,"Comedy, Drama, Sci-Fi",N/A,386 min,83293,N/A,2018
Os Empatas,6.2,"Comedy, Drama",69,102 min,82947,"60,311,495",2018
Shoplifters: Uma Família de Pequenos Ladrões,7.9,"Crime, Drama, Thriller",93,121 min,82204,"3,313,513",2018
Christopher Robin,7.2,"Adventure, Comedy, Drama",60,104 min,81990,"99,215,042",2018
O Espião que me Tramou,6.0,"Action, Adventure, Comedy",52,117 min,80987,"33,562,069",2018
Hotel Transylvania 3: Umas Férias Monstruosas,6.3,"Animation, Adventure, Comedy",54,97 min,80861,"167,510,016",2018
Oitavo Ano,7.4,"Comedy, Drama",87,93 min,80296,"13,539,709",2018
Johnny English Volta a Atacar,6.2,"Action, Adventure, Comedy",39,89 min,80078,"4,412,170",2018
Joker,8.4,"Crime, Drama, Thriller",59,122 min,1394860,"335,451,311",2019
Vingadores: Endgame,8.4,"Action, Adventure, Drama",78,181 min,1210266,"858,373,000",2019
Parasitas,8.5,"Drama, Thriller",96,132 min,883405,"53,367,844",2019
Chernobyl,9.3,"Drama, History, Thriller",N/A,330 min,817908,N/A,2019
Era Uma Vez em... Hollywood,7.6,"Comedy, Drama",83,161 min,797661,"142,502,728",2019
Knives Out: Todos São Suspeitos,7.9,"Comedy, Crime, Drama",82,130 min,738824,"165,359,751",2019
1917,8.2,"Action, Drama, War",78,119 min,639307,"159,227,644",2019
Captain Marvel (Capitão Marvel),6.8,"Action, Adventure, Sci-Fi",64,123 min,589576,"426,829,839",2019
The Boys,8.7,"Action, Comedy, Crime",N/A,60 min,580611,N/A,2019
The Mandalorian,8.7,"Action, Adventure, Fantasy",N/A,40 min,557498,N/A,2019
The Witcher,8.0,"Action, Adventure, Drama",N/A,60 min,549065,N/A,2019
Homem-Aranha: Longe de Casa,7.4,"Action, Adventure, Comedy",69,129 min,529981,"390,532,085",2019
Star Wars: Episódio IX - A Ascensão de Skywalker,6.5,"Action, Adventure, Fantasy",53,141 min,475181,"515,202,542",2019
Le Mans '66: O Duelo,8.1,"Action, Biography, Drama",81,152 min,434147,"117,624,028",2019
Jojo Rabbit,7.9,"Comedy, Drama, War",58,108 min,419764,"33,370,906",2019
O Irlandês,7.8,"Biography, Crime, Drama",94,209 min,411797,"7,000,000",2019
John Wick 3 - Implacável,7.4,"Action, Crime, Thriller",73,130 min,403770,"171,015,687",2019
Shazam!,7.0,"Action, Adventure, Comedy",71,132 min,371718,"140,371,656",2019
The Gentlemen: Senhores do Crime,7.8,"Action, Comedy, Crime",51,113 min,369273,"36,471,795",2019
Midsommar - O Ritual,7.1,"Drama, Horror, Mystery",72,148 min,367157,"27,331,977",2019
Marriage Story,7.9,"Drama, Romance",94,137 min,331177,"2,000,000",2019
Nós,6.8,"Horror, Mystery, Thriller",81,116 min,321857,"175,084,580",2019
Sex Education,8.3,"Comedy, Drama",N/A,45 min,310673,N/A,2019
Diamante Bruto,7.4,"Crime, Drama, Thriller",91,135 min,303048,N/A,2019
It Capítulo 2,6.5,"Drama, Fantasy, Horror",58,169 min,286859,"211,593,228",2019
Alita: Anjo de Combate,7.3,"Action, Adventure, Sci-Fi",53,122 min,283588,"85,710,210",2019
Aladdin,6.9,"Adventure, Comedy, Family",53,128 min,280835,"355,559,216",2019
El Camino: Um Filme de Breaking Bad,7.3,"Action, Crime, Drama",72,122 min,275778,N/A,2019
Jumanji: O Nível Seguinte,6.7,"Action, Adventure, Comedy",58,123 min,269462,"316,831,246",2019
Toy Story 4,7.7,"Animation, Adventure, Comedy",84,100 min,268020,"434,038,008",2019
The Umbrella Academy,7.9,"Action, Adventure, Comedy",N/A,60 min,262822,N/A,2019
O Rei Leão,6.8,"Animation, Adventure, Drama",55,118 min,258494,"543,638,043",2019
Glass,6.6,"Drama, Horror, Sci-Fi",43,129 min,257625,"111,048,468",2019
 A Guerra dos Tronos,4.0,"Action, Adventure, Drama",N/A,80 min,256295,N/A,2019
A Plataforma,7.0,"Horror, Sci-Fi, Thriller",73,94 min,253815,N/A,2019
Ad Astra,6.5,"Adventure, Drama, Mystery",80,123 min,251798,"50,188,370",2019
O Farol,7.4,"Drama, Fantasy, Horror",83,109 min,237664,"427,797",2019
Velocidade Furiosa: Hobbs & Shaw,6.5,"Action, Adventure, Thriller",60,137 min,227506,"173,956,935",2019
Mulherzinhas,7.8,"Drama, Romance",91,135 min,227447,"108,101,214",2019
 A Guerra dos Tronos,7.5,"Action, Adventure, Drama",N/A,82 min,221243,N/A,2019
Euphoria,8.3,Drama,N/A,55 min,217884,N/A,2019
Doutor Sono,7.3,"Drama, Fantasy, Horror",59,152 min,206067,"31,581,712",2019
X-Men: Fénix Negra,5.7,"Action, Adventure, Sci-Fi",43,113 min,197662,"65,845,974",2019
 A Guerra dos Tronos,6.0,"Action, Adventure, Drama",N/A,78 min,196934,N/A,2019
Godzilla II: Rei dos Monstros,6.0,"Action, Adventure, Fantasy",48,132 min,194146,"110,500,138",2019
Zombieland: Tiro Duplo,6.7,"Action, Comedy, Horror",55,99 min,192381,"73,123,082",2019
6 Underground,6.1,"Action, Thriller",41,128 min,189499,N/A,2019
Exterminador Implacável - Destino Sombrio,6.2,"Action, Adventure, Sci-Fi",54,128 min,187424,"62,253,077",2019
Rocketman,7.3,"Biography, Drama, Music",69,121 min,186167,"96,368,160",2019
Frozen II: O Reino do Gelo,6.8,"Animation, Adventure, Comedy",64,103 min,185208,"477,373,578",2019
"Love, Death & Robots",8.4,"Animation, Short, Action",N/A,15 min,184336,N/A,2019
Pokémon: Detetive Pikachu,6.5,"Action, Adventure, Comedy",53,104 min,176456,"144,105,346",2019
Klaus,8.2,"Animation, Adventure, Comedy",65,96 min,170924,N/A,2019
Ready or Not - O Ritual,6.9,"Action, Comedy, Horror",64,95 min,169401,"28,714,231",2019
 A Guerra dos Tronos,5.5,"Action, Adventure, Drama",N/A,78 min,168745,N/A,2019
Yesterday,6.8,"Comedy, Fantasy, Music",55,116 min,161103,"73,286,650",2019
Mistério a Bordo,6.0,"Action, Comedy, Crime",38,97 min,159962,N/A,2019
After Life,8.4,"Comedy, Drama",N/A,30 min,146301,N/A,2019
The King,7.3,"Biography, Drama, History",62,140 min,142260,N/A,2019
Como Treinares o Teu Dragão 3: O Mundo Secreto,7.4,"Animation, Action, Adventure",71,104 min,142091,"160,799,505",2019
MIB: Homens de Negro - Força Internacional,5.6,"Action, Adventure, Comedy",38,114 min,141601,"80,001,807",2019
O som do metal,7.7,"Drama, Music",82,120 min,141145,N/A,2019
Operação Fronteira,6.5,"Action, Thriller",61,125 min,139066,N/A,2019
 A Guerra dos Tronos,7.6,"Action, Adventure, Drama",N/A,54 min,135693,N/A,2019
Escape Room,6.4,"Action, Adventure, Horror",48,99 min,135068,"57,005,601",2019
 A Guerra dos Tronos,7.9,"Action, Adventure, Drama",N/A,58 min,134357,N/A,2019
Aos Olhos da Justiça,8.9,"Biography, Crime, Drama",N/A,296 min,131335,N/A,2019
Kimetsu no Yaiba,8.6,"Animation, Action, Adventure",N/A,24 min,130936,N/A,2019
The Two Popes,7.6,"Biography, Comedy, Drama",75,125 min,129577,N/A,2019
Watchmen,8.2,"Crime, Drama, Mystery",N/A,527 min,128705,N/A,2019
Booksmart: Inteligentes e Rebeldes,7.1,Comedy,84,102 min,126568,"22,680,962",2019
Bombshell: O Escândalo,6.8,"Biography, Drama",64,109 min,122425,N/A,2019
Projeto Gemini,5.7,"Action, Sci-Fi, Thriller",38,117 min,117875,"48,546,770",2019
Seduz-me Se És Capaz,6.8,"Comedy, Romance",67,125 min,116743,"30,316,271",2019
Malévola - Dona do Mal,6.6,"Adventure, Family, Fantasy",43,119 min,113608,"113,929,605",2019
The Morning Show,8.2,Drama,N/A,60 min,113261,N/A,2019
Unbelievable,8.4,"Crime, Drama",N/A,385 min,112329,N/A,2019
 Ataque dos Titãs,9.9,"Animation, Action, Adventure",N/A,24 min,105892,N/A,2019
Assalto ao Poder,6.4,"Action, Thriller",45,121 min,105463,"69,030,436",2019
Rambo - A Última Batalha,6.1,"Action, Crime, Thriller",26,89 min,105392,"44,819,352",2019
Ousadas e Golpistas,6.3,"Comedy, Crime, Drama",79,110 min,104911,"104,963,598",2019
Brightburn - O Filho do Mal,6.1,"Drama, Horror, Mystery",44,90 min,104060,"17,300,439",2019
Russian Doll,7.7,"Comedy, Drama, Mystery",N/A,30 min,102475,N/A,2019
Retrato da Rapariga em Chamas,8.1,"Drama, Romance",95,122 min,101931,"3,759,854",2019
Good Omens,8.0,"Comedy, Fantasy",N/A,55 min,100979,N/A,2019
"Extremamente Perverso, Escandalosamente Cruel e Vil",6.7,"Biography, Crime, Drama",52,110 min,99168,N/A,2019
Emboscada Final,6.9,"Biography, Crime, Drama",58,132 min,97944,N/A,2019
O Falcão Manteiga de Amendoim,7.6,"Adventure, Comedy, Drama",70,97 min,97341,"13,122,642",2019
I Am Mother,6.7,"Drama, Mystery, Sci-Fi",64,113 min,96316,N/A,2019
Polar,6.3,"Action, Thriller",19,118 min,95626,N/A,2019
Cemitério de Animais,5.7,"Horror, Mystery, Thriller",57,101 min,95559,"54,724,696",2019
Dark Waters - Verdade Envenenada,7.6,"Biography, Drama, History",73,126 min,95532,N/A,2019
Dead to Me,8.0,"Comedy, Crime, Drama",N/A,30 min,95521,N/A,2019
Hellboy,5.2,"Action, Adventure, Fantasy",31,120 min,95126,"21,903,748",2019
O Caso de Richard Jewell,7.5,"Biography, Crime, Drama",68,131 min,94049,N/A,2019
The Family Man,8.7,"Action, Comedy, Drama",N/A,45 min,93950,N/A,2019
See,7.6,"Action, Drama, Sci-Fi",N/A,60 min,92603,N/A,2019
Midway,6.7,"Action, Drama, History",47,138 min,91247,"56,846,802",2019
What We Do in the Shadows,8.6,"Comedy, Fantasy, Horror",N/A,30 min,90389,N/A,2019
Rastejantes,6.1,"Action, Adventure, Horror",60,87 min,90229,"39,014,193",2019
Tenet,7.3,"Action, Sci-Fi, Thriller",69,150 min,556949,"58,456,624",2020
Gambito de Dama,8.5,Drama,N/A,60 min,507722,N/A,2020
Soul: Uma Aventura com Alma,8.0,"Animation, Adventure, Comedy",83,100 min,355384,N/A,2020
Ted Lasso,8.8,"Comedy, Drama, Sport",N/A,30 min,305323,N/A,2020
Mulher-Maravilha 1984,5.4,"Action, Adventure, Fantasy",60,151 min,282860,"46,370,364",2020
Um Lugar Silencioso 2,7.2,"Drama, Horror, Sci-Fi",71,97 min,256931,"160,072,261",2020
Birds of Prey,6.1,"Action, Comedy, Crime",60,109 min,255033,"84,158,461",2020
Tyler Rake: Operação de Resgate,6.8,"Action, Thriller",56,116 min,249700,N/A,2020
O Homem Invisível,7.1,"Drama, Horror, Mystery",72,124 min,242569,"70,410,000",2020
Enola Holmes,6.6,"Action, Adventure, Crime",68,123 min,208697,N/A,2020
Uma Miúda com Potencial,7.5,"Crime, Drama, Mystery",72,113 min,194060,N/A,2020
Os 7 de Chicago,7.7,"Drama, History, Thriller",76,129 min,187172,N/A,2020
Mais Uma Rodada,7.7,Drama,79,117 min,179997,N/A,2020
A Velha Guarda,6.7,"Action, Thriller",70,125 min,176831,N/A,2020
O Pai,8.2,"Drama, Mystery",88,97 min,176052,N/A,2020
Nomadland - Sobreviver na América,7.3,Drama,91,107 min,173735,N/A,2020
Palm Springs,7.4,"Comedy, Fantasy, Mystery",83,90 min,173272,N/A,2020
Bad Boys Para Sempre,6.5,"Action, Comedy, Crime",59,124 min,169478,"206,305,244",2020
Bora Lá,7.4,"Animation, Action, Adventure",61,102 min,161542,"61,555,145",2020
Bridgerton,7.4,"Drama, History, Romance",N/A,60 min,156258,N/A,2020
Mulan,5.8,"Action, Adventure, Drama",66,115 min,155083,N/A,2020
Sonic - O Filme,6.5,"Action, Adventure, Comedy",47,99 min,151895,"148,974,665",2020
Scam 1992: The Harshad Mehta Story,9.3,"Biography, Crime, Drama",N/A,54 min,151135,N/A,2020
"Borat, o Filme Seguinte: Entrega de Suborno Prodigioso a Regime Americano Para Fazer Benefício à Outrora Gloriosa Nação do Cazaquistão",6.6,Comedy,68,95 min,148205,N/A,2020
Sempre o Diabo,7.1,"Crime, Drama, Thriller",55,138 min,145688,N/A,2020
The Last Dance,9.1,"Documentary, Biography, History",N/A,491 min,140912,N/A,2020
Tudo Pelo Vosso Bem,6.3,"Comedy, Crime, Drama",66,118 min,139963,N/A,2020
Love and Monsters,6.9,"Action, Adventure, Comedy",63,109 min,136739,"1,070,714",2020
Dil Bechara,8.4,"Comedy, Drama, Romance",N/A,101 min,133412,N/A,2020
Greenland - O Último Refúgio,6.4,"Action, Thriller",64,119 min,126488,N/A,2020
A Caçada,6.5,"Action, Horror, Thriller",50,90 min,122675,"5,812,500",2020
Saudar os Bravos,8.7,"Action, Drama",N/A,153 min,120609,N/A,2020
A Maldição de Bly Manor,7.4,"Drama, Horror, Mystery",N/A,494 min,115963,N/A,2020
Emily in Paris,6.9,"Comedy, Drama, Romance",N/A,30 min,110177,N/A,2020
Missão Greyhound,7.0,"Action, Drama, History",64,91 min,106591,N/A,2020
Hamilton,8.3,"Biography, Drama, History",89,160 min,105353,N/A,2020
The Undoing,7.4,"Crime, Drama, Mystery",N/A,337 min,100882,N/A,2020
Festival Eurovisão da Canção: A História dos Fire Saga,6.5,"Comedy, Music",50,123 min,99417,N/A,2020
Sadak 2,1.2,"Action, Drama",N/A,133 min,96416,N/A,2020
Tudo Acaba Agora,6.6,"Drama, Thriller",78,134 min,95071,N/A,2020
365 Dias,3.3,"Drama, Romance",N/A,114 min,94978,N/A,2020
Project Power,6.0,"Action, Crime, Sci-Fi",51,113 min,94664,N/A,2020
Spenser: Confidencial,6.2,"Action, Comedy, Crime",49,111 min,94337,N/A,2020
Locke & Key,7.3,"Drama, Fantasy, Horror",N/A,48 min,93291,N/A,2020
Notícias do Mundo,6.8,"Action, Adventure, Drama",73,118 min,92756,N/A,2020
The Outsider,7.7,"Crime, Drama, Horror",N/A,60 min,90901,N/A,2020
Star Trek: Picard,7.5,"Action, Adventure, Drama",N/A,46 min,90814,N/A,2020
Minari,7.4,Drama,89,115 min,90148,N/A,2020
Submersos,5.9,"Action, Horror, Sci-Fi",48,95 min,89855,"17,291,078",2020
Corre!,6.7,"Mystery, Thriller",67,90 min,89648,N/A,2020
Alice in Borderland,7.7,"Action, Drama, Mystery",N/A,50 min,88253,N/A,2020
Unorthodox,8.0,Drama,N/A,53 min,88161,N/A,2020
O Céu da Meia-Noite,5.7,"Adventure, Drama, Sci-Fi",58,118 min,87078,N/A,2020
The Social Dilemma,7.6,"Documentary, Drama",78,94 min,87022,N/A,2020
Os Novos Mutantes,5.3,"Action, Horror, Mystery",43,94 min,85795,"23,855,569",2020
"Tiger King: Murder, Mayhem and Madness",7.5,"Documentary, Biography, Crime",N/A,45 min,84404,N/A,2020
Raised by Wolves,7.5,"Drama, Fantasy, Sci-Fi",N/A,N/A,83175,N/A,2020
Bloodshot,5.7,"Action, Adventure, Sci-Fi",44,109 min,82221,"12,561,824",2020
Jujutsu Kaisen,8.5,"Animation, Action, Adventure",N/A,24 min,81851,N/A,2020
Dara iz Jasenovca,8.1,"Drama, War",N/A,130 min,81544,"52,786",2020
Normal People,8.4,"Drama, Romance",N/A,339 min,80004,N/A,2020
Mank,6.8,"Biography, Comedy, Drama",79,131 min,79548,N/A,2020
Panchayat,8.9,"Comedy, Drama",N/A,35 min,78572,N/A,2020
Boss Level - O Último Nível,6.8,"Action, Adventure, Comedy",56,100 min,74753,N/A,2020
Never Have I Ever,7.9,"Comedy, Drama",N/A,30 min,74473,N/A,2020
Coolie No. 1,4.2,"Action, Comedy, Romance",N/A,134 min,73970,N/A,2020
O Rei de Staten Island,7.1,"Comedy, Drama",67,136 min,73838,N/A,2020
Paranormal,8.0,"Drama, Fantasy, Horror",N/A,45 min,73702,N/A,2020
Em Fúria,6.0,"Action, Thriller",40,90 min,73519,"20,831,465",2020
Amor com Data Marcada,6.1,"Comedy, Romance",44,104 min,73276,N/A,2020
Outer Banks,7.5,"Action, Crime, Drama",N/A,50 min,72033,N/A,2020
Upload,7.9,"Comedy, Mystery, Sci-Fi",N/A,30 min,71652,N/A,2020
I Am Not Okay with This,7.5,"Comedy, Drama, Fantasy",N/A,30 min,70603,N/A,2020
Space Force,6.7,Comedy,N/A,30 min,68747,N/A,2020
As Aventuras do Dr. Dolittle,5.6,"Adventure, Comedy, Family",26,101 min,68498,"77,047,065",2020
O Espião Inglês,7.2,"Drama, History, Mystery",65,112 min,68337,N/A,2020
Demon Slayer - Kimetsu no Yaiba - O Filme: Comboio Infinito,8.2,"Animation, Action, Adventure",72,117 min,67420,"47,700,000",2020
Freaky - Este Corpo Fica-me a Matar,6.3,"Comedy, Horror, Thriller",67,102 min,67208,N/A,2020
Ratched,7.3,"Crime, Drama, History",N/A,60 min,65593,N/A,2020
Monster Hunter,5.2,"Action, Adventure, Fantasy",47,103 min,65007,"15,162,470",2020
